cycle,algorithm,onu_id,offered_bytes,served_bytes,backlog_bytes
86,limited,65298be0-01e9-4bf4-9842-ae24b342999c,560,5100,117809
86,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30646,5100,140520
86,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,572,5100,53471
87,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12586,5100,125428
87,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,621,5100,136164
87,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,561,4900,49134
88,limited,65298be0-01e9-4bf4-9842-ae24b342999c,30610,5100,151057
88,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12596,5100,143804
88,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,30568,5100,74765
89,limited,65298be0-01e9-4bf4-9842-ae24b342999c,571,5100,146657
89,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,597,5100,139441
89,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,549,5100,70345
90,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12612,5100,154269
90,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30561,5100,165039
90,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12575,5100,77900
91,limited,65298be0-01e9-4bf4-9842-ae24b342999c,611,5100,149892
91,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,573,5100,160610
91,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12640,5100,85495
92,limited,65298be0-01e9-4bf4-9842-ae24b342999c,597,5100,145512
92,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,613,5100,156194
92,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,584,5100,81074
93,limited,65298be0-01e9-4bf4-9842-ae24b342999c,578,5100,141110
93,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,612,5100,151790
93,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,626,5100,76679
94,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12603,5100,148711
94,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,608,5100,147394
94,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,611,5100,72295
95,limited,65298be0-01e9-4bf4-9842-ae24b342999c,582,5100,144294
95,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30583,5100,172981
95,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,620,5100,67931
96,limited,65298be0-01e9-4bf4-9842-ae24b342999c,581,5100,139858
96,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,587,5100,168555
96,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,594,5100,63561
97,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12602,5100,147424
97,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12638,5100,176167
97,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,600,5100,59191
98,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12625,5100,155015
98,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,600,5100,171779
98,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12638,5100,66859
99,limited,65298be0-01e9-4bf4-9842-ae24b342999c,595,5100,150601
99,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,581,5100,167372
99,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,605,5100,62532
100,limited,65298be0-01e9-4bf4-9842-ae24b342999c,589,5100,146176
100,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12560,5100,174925
100,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12627,5300,70032
101,limited,65298be0-01e9-4bf4-9842-ae24b342999c,614,5100,141765
101,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,628,5100,170506
101,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,611,5100,65543
102,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12600,5100,149354
102,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,610,5100,166097
102,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,642,5100,61096
103,limited,65298be0-01e9-4bf4-9842-ae24b342999c,612,5100,144955
103,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,626,5100,161714
103,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,618,5100,56667
104,limited,65298be0-01e9-4bf4-9842-ae24b342999c,30600,5100,170556
104,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,42597,5100,199328
104,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,617,5100,52255
105,limited,65298be0-01e9-4bf4-9842-ae24b342999c,42591,5100,208148
