cycle,algorithm,onu_id,cls,size_bytes,arrival_ns,start_ns,end_ns,queue_delay_ns
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,2527395,2555075,2556275,27680
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,2527395,2556275,2557475,28880
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2558475,2558475,2558635,0
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2558475,2558635,2558795,160
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2558475,2558795,2558955,320
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2558955,2560155,62640
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2560155,2561355,63840
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2561355,2562555,65040
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2562555,2563755,66240
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2563755,2564955,67440
110,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2564955,2566155,68640
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2558475,2569075,2569235,10600
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2558475,2569235,2569395,10760
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2558475,2569395,2569555,10920
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,AF,1500,2527395,2569555,2570755,42160
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2570755,2571955,74440
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2571955,2573155,75640
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2573155,2574355,76840
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2574355,2575555,78040
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2575555,2576755,79240
110,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2576755,2577955,80440
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2558475,2579675,2579835,21200
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2558475,2579835,2579995,21360
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2558475,2579995,2580155,21520
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,2527395,2580155,2581355,52760
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2581355,2582555,172161
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2582555,2583755,173361
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2583755,2584955,174561
